ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
FR 008,294.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1474,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – in coppia con FR 007 – 100 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 153 [da Ercolano, sic]"
FR 008,294.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1474 [da Ercolano, sic]"
FR 008,295.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1816,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutato – in coppia con FR 007 - 200 franchi ,Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 167 [da Ercolano, sic]"
FR 008,296.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1816,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 008,297.0,Francia,Parigi,James-Alexandre de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,590,ante 1835,1855,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Prima di traslocare nel hôtel de Pourtalès (7 rue Tronchet - Parigi) fatto costruire nel 1837-1839, James-Alexandre de Pourtalès-Gorgier risiedeva nel hôtel de La Fare (14 place Vendôme - Parigi)",Parigi BnF - dEp,4-AA-217,"[Léon-Jean-Joseph Dubois], Antiquités et Curiosités, [1840], Bronzes Grecs, Romains, Gaulois n. 27 [da Ercolano, sic] "
FR 008,298.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,590,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento",Missing Value,Missing Value,Missing Value
FR 008,299.0,Francia,Parigi,Napoleone III,Missing Value,Missing Value,1865,1866,Asta,Francia,Parigi,Casa d'Aste,Missing Value,"Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 6 febbraio 1865, insieme a FR 003, FR 004, FR 005, FR 006, FR 007 per 10000 franchi",Missing Value,Missing Value,Missing Value
FR 008,300.0,Francia, Saint-Germain-en-Laye,Missing Value,Musée des Antiquités nationales,MAN 4474,1866,1892,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Prima della ridenominazione in Musée des Antiquités nationales risalente al 1879, tale istituto museale di  Saint-Germain-en-Laye (oggi Musée d’Archéologie nationale - Domaine national de Saint-Germain-en-Laye) fu costituito nel 1862 con il nome di Musée des Antiquités gallo-romaines, poi modificato in Musée des Antiquités celtiques et gallo-romaines ",Missing Value,Missing Value,Missing Value
FR 009,301.0,Italia,Napoli (?),Gioacchino Murat,Real Museo Borbonico (?),Missing Value,1808,1809,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 009,302.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,Missing Value,1809,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Donato da Gioacchino Murat e Carolina Bonaparte (?),Missing Value,Missing Value,Missing Value
FR 010,303.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1792,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 010,304.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 010,305.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais (?),Château de Malmaison ,1484,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato, insieme ad altri cinque candelabri, 150 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, pp. 33-34, n. 147 [da Ercolano, sic]"
FR 010,305.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 251, n. 1484 [da Ercolano, sic]"
FR 010,306.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Eugenio di Beauharnais e Ortensia di Beauharnais ereditarono tre candelabri per ciascuno, ogni terna valutata 150 franchi",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 177 [da Ercolano, sic]"
FR 010,306.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,[Archivio Privato],Missing Value,"Objets d'art et antiquités échus en partage à Madame la Duchesse de Saint Leu, [1814], n. 177 [da Ercolano, sic]"
FR 010,307.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2776,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistato da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 84, n. 2776      "
FR 011,308.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1792,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 011,309.0,Francia,Rueil-Malmaison,Napoleone Bonaparte (?),Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 011,310.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais (?),Château de Malmaison ,1491,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato, insieme ad altre tre lucerne, 60 franchi nell'inventario di Marin-Alexandre Lenoir ",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 148 [da Ercolano, sic]"
FR 011,310.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, pp. 251-252, n. 1491 [da Ercolano, sic]"
FR 011,311.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Eugenio di Beauharnais e Ortensia di Beauharnais ereditarono due lucerne per ciascuno, ogni coppia valutata 60 franchi",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 184 [da Ercolano, sic]"
FR 011,311.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,[Archivio Privato],Missing Value,"Objets d'art et antiquités échus en partage à Madame la Duchesse de Saint Leu, [1814], n. 184 [da Ercolano, sic]"
FR 011,312.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2777,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 84, n. 2777  "
FR 012,313.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1795,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 012,314.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 012,315.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1478,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato 25 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 35, n. 159 [da Ercolano, sic]"
FR 012,315.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1478 [da Ercolano, sic]"
FR 012,316.0,Francia,Rueil-Malmaison,Ortensia di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutata 50 franchi,[Archivio Privato],Missing Value,"Objets d'art et antiquités échus en partage à Madame la Duchesse de Saint Leu, [1814], n. 171 [da Ercolano, sic]"
FR 012,317.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2847,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 88, n. 2847  "
FR 013,318.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1524,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 013,319.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1524,1759,1802,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 013,320.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 013,321.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 013,321.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 013,322.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 013,323.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2755,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2755 [da Ercolano, sic]  "
FR 014,324.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1525,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 014,325.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1525,1759,1802,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 014,326.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 014,327.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 014,327.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 014,328.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 014,329.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2751,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2751 [da Ercolano, sic]  "
FR 015,330.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1526,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 015,331.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1526,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 015,332.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 015,333.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 015,333.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 015,334.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 016, FR 017, FR 018, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 015,335.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2752,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2752 [da Ercolano, sic]    "
FR 016,336.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1527,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 016,337.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1527,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 016,338.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 016,339.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 017, FR 018, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 016,339.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 016,340.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 017, FR 018, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 016,341.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2753,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2753 [da Ercolano, sic]    "
FR 017,342.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1528,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 017,343.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1528,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 017,344.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 017,345.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 016, FR 018, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
